NCBI_gene:55768	OMIM:615273
NCBI_gene:7140	ORPHANET:1146
NCBI_gene:53335	ORPHANET:46532
NCBI_gene:4359	OMIM:145900
NCBI_gene:4094	OMIM:610202
NCBI_gene:81620	OMIM:613804
NCBI_gene:5828	OMIM:614866
NCBI_gene:50943	OMIM:304790
NCBI_gene:3909	OMIM:245660
NCBI_gene:63894	ORPHANET:2697
NCBI_gene:2316	OMIM:311300
NCBI_gene:57798	OMIM:614672
NCBI_gene:26040	OMIM:269150
NCBI_gene:10568	OMIM:610441
NCBI_gene:57817	OMIM:613313
NCBI_gene:5788	OMIM:608971
NCBI_gene:5226	OMIM:172200
NCBI_gene:7048	OMIM:133239
NCBI_gene:26227	OMIM:601815
NCBI_gene:63929	OMIM:613159
NCBI_gene:1134	OMIM:601462
NCBI_gene:2077	ORPHANET:35093
NCBI_gene:7401	ORPHANET:231183
NCBI_gene:79621	ORPHANET:51
NCBI_gene:2896	OMIM:614706
NCBI_gene:4595	OMIM:608456
NCBI_gene:7276	OMIM:105210
NCBI_gene:2697	OMIM:186100
NCBI_gene:2138	OMIM:602588
NCBI_gene:2162	OMIM:613225
NCBI_gene:7991	OMIM:611093
NCBI_gene:773	ORPHANET:569
NCBI_gene:9526	OMIM:609180
NCBI_gene:8823	OMIM:309630
NCBI_gene:51371	OMIM:601952
NCBI_gene:23389	OMIM:608808
NCBI_gene:11141	OMIM:300143
NCBI_gene:7501	OMIM:489500
NCBI_gene:79867	ORPHANET:220497
NCBI_gene:57165	OMIM:613480
NCBI_gene:6663	ORPHANET:895
NCBI_gene:5443	OMIM:609734
NCBI_gene:3861	OMIM:131760
NCBI_gene:6102	OMIM:312600
NCBI_gene:2175	ORPHANET:84
NCBI_gene:2703	ORPHANET:1377
NCBI_gene:92211	OMIM:613660
NCBI_gene:5269	OMIM:613453
NCBI_gene:2658	OMIM:615506
NCBI_gene:6611	OMIM:309583
NCBI_gene:3853	OMIM:167200
NCBI_gene:6622	OMIM:168601
NCBI_gene:153201	OMIM:138500
NCBI_gene:65250	ORPHANET:475
NCBI_gene:1639	OMIM:168605
NCBI_gene:26275	OMIM:250620
NCBI_gene:185	OMIM:145500
NCBI_gene:50506	ORPHANET:95716
NCBI_gene:3767	OMIM:601820
NCBI_gene:166785	OMIM:251100
NCBI_gene:2627	OMIM:614475
NCBI_gene:6125	OMIM:612561
NCBI_gene:142680	OMIM:241530
NCBI_gene:25821	OMIM:614702
NCBI_gene:170302	OMIM:300004
NCBI_gene:8048	ORPHANET:154
NCBI_gene:79728	ORPHANET:84
NCBI_gene:5651	OMIM:226200
NCBI_gene:8195	OMIM:236700
NCBI_gene:731	OMIM:613790
NCBI_gene:2132	ORPHANET:321
NCBI_gene:79813	OMIM:610253
NCBI_gene:8314	OMIM:614327
NCBI_gene:5624	ORPHANET:745
NCBI_gene:84464	OMIM:613951
NCBI_gene:2936	OMIM:138300
NCBI_gene:132	OMIM:614300
NCBI_gene:9622	OMIM:204700
NCBI_gene:3032	OMIM:609015
NCBI_gene:2488	OMIM:229070
NCBI_gene:9394	OMIM:614880
NCBI_gene:25793	OMIM:260300
NCBI_gene:7036	OMIM:604250
NCBI_gene:64220	ORPHANET:2470
NCBI_gene:23592	ORPHANET:1879
NCBI_gene:111	OMIM:606703
NCBI_gene:55737	OMIM:614203
NCBI_gene:7045	OMIM:608470
NCBI_gene:10059	OMIM:614388
NCBI_gene:6017	ORPHANET:791
NCBI_gene:23545	OMIM:278250
NCBI_gene:859	OMIM:614321
NCBI_gene:9459	OMIM:300436
NCBI_gene:57728	ORPHANET:1515
NCBI_gene:246213	OMIM:605583
NCBI_gene:7428	OMIM:263400
NCBI_gene:285203	ORPHANET:974
NCBI_gene:343637	OMIM:206800
NCBI_gene:24	OMIM:248200
NCBI_gene:171023	OMIM:614286
NCBI_gene:35	OMIM:201470
NCBI_gene:1027	OMIM:610755
NCBI_gene:8701	OMIM:611884
NCBI_gene:242	ORPHANET:79394
NCBI_gene:2322	OMIM:613065
NCBI_gene:51807	OMIM:613180
NCBI_gene:123606	OMIM:600363
NCBI_gene:1889	OMIM:613870
NCBI_gene:3752	OMIM:607346
NCBI_gene:6326	ORPHANET:306
NCBI_gene:26154	ORPHANET:79394
NCBI_gene:7389	OMIM:176100
NCBI_gene:59344	ORPHANET:79394
NCBI_gene:8200	OMIM:615072
NCBI_gene:23418	OMIM:613835
NCBI_gene:80025	OMIM:607236
NCBI_gene:1585	OMIM:610600
NCBI_gene:29954	OMIM:613150
NCBI_gene:11277	OMIM:192315
NCBI_gene:1409	OMIM:604219
NCBI_gene:5167	OMIM:613312
NCBI_gene:26154	OMIM:242500
NCBI_gene:3636	OMIM:258480
NCBI_gene:5191	OMIM:614879
NCBI_gene:3209	OMIM:176305
NCBI_gene:27235	OMIM:607426
NCBI_gene:5723	OMIM:614023
NCBI_gene:5351	OMIM:225400
NCBI_gene:8547	OMIM:613860
NCBI_gene:55572	OMIM:256000
NCBI_gene:6528	ORPHANET:95716
NCBI_gene:10516	OMIM:608895
NCBI_gene:2218	ORPHANET:154
NCBI_gene:6569	OMIM:612286
NCBI_gene:6391	OMIM:605373
NCBI_gene:57165	OMIM:608804
NCBI_gene:7450	OMIM:613554
NCBI_gene:732	OMIM:613789
NCBI_gene:55135	ORPHANET:1775
NCBI_gene:2538	OMIM:232200
NCBI_gene:4069	OMIM:105200
NCBI_gene:3845	OMIM:163200
NCBI_gene:1301	ORPHANET:2021
NCBI_gene:7168	OMIM:611878
NCBI_gene:2956	OMIM:608089
NCBI_gene:5728	OMIM:276950
NCBI_gene:23064	OMIM:602433
NCBI_gene:6103	ORPHANET:1872
NCBI_gene:3614	OMIM:180105
NCBI_gene:11235	OMIM:603285
NCBI_gene:5551	OMIM:603553
NCBI_gene:3909	OMIM:226650
NCBI_gene:3479	OMIM:608747
NCBI_gene:2979	OMIM:613827
NCBI_gene:6654	ORPHANET:648
NCBI_gene:6566	OMIM:610021
NCBI_gene:1663	OMIM:613398
NCBI_gene:2317	OMIM:108721
NCBI_gene:4967	OMIM:203740
NCBI_gene:284086	OMIM:615415
NCBI_gene:23562	OMIM:614035
NCBI_gene:1278	OMIM:130060
NCBI_gene:5824	OMIM:614886
NCBI_gene:1832	OMIM:612908
NCBI_gene:100506658	OMIM:251290
NCBI_gene:57582	OMIM:614959
NCBI_gene:841	OMIM:114550
NCBI_gene:348	OMIM:269600
NCBI_gene:843	OMIM:613659
NCBI_gene:6901	OMIM:302060
NCBI_gene:8867	OMIM:615530
NCBI_gene:170302	OMIM:300419
NCBI_gene:6010	OMIM:610445
NCBI_gene:10667	OMIM:614946
NCBI_gene:7038	OMIM:274700
NCBI_gene:3043	OMIM:141749
NCBI_gene:26128	OMIM:609460
NCBI_gene:5913	ORPHANET:994
NCBI_gene:10594	ORPHANET:791
NCBI_gene:1244	OMIM:237500
NCBI_gene:9742	ORPHANET:474
NCBI_gene:79583	ORPHANET:564
NCBI_gene:5631	OMIM:301835
NCBI_gene:2706	OMIM:148350
NCBI_gene:5077	OMIM:193500
NCBI_gene:4627	OMIM:155100
NCBI_gene:4053	ORPHANET:3449
NCBI_gene:51360	ORPHANET:2340
NCBI_gene:412	OMIM:308100
NCBI_gene:5422	OMIM:310465
NCBI_gene:9968	OMIM:305450
NCBI_gene:6674	ORPHANET:244
NCBI_gene:4595	OMIM:613659
NCBI_gene:1528	OMIM:250790
NCBI_gene:57674	ORPHANET:2573
NCBI_gene:2318	OMIM:614065
NCBI_gene:4625	OMIM:608358
NCBI_gene:4148	OMIM:608728
NCBI_gene:121391	OMIM:194300
NCBI_gene:3030	OMIM:609015
NCBI_gene:7080	OMIM:610978
NCBI_gene:3908	OMIM:607855
NCBI_gene:1836	OMIM:226900
NCBI_gene:492	OMIM:302500
NCBI_gene:7297	ORPHANET:85410
NCBI_gene:1188	OMIM:607364
NCBI_gene:10913	OMIM:129490
NCBI_gene:84100	ORPHANET:791
NCBI_gene:6928	OMIM:137920
NCBI_gene:5459	OMIM:602459
NCBI_gene:3949	OMIM:143890
NCBI_gene:5818	OMIM:225060
NCBI_gene:3930	OMIM:215140
NCBI_gene:5957	OMIM:179618
NCBI_gene:9927	OMIM:609260
NCBI_gene:6578	OMIM:614441
NCBI_gene:7157	OMIM:202300
NCBI_gene:10046	ORPHANET:440
NCBI_gene:1294	ORPHANET:89841
NCBI_gene:9860	ORPHANET:2704
NCBI_gene:284403	OMIM:604317
NCBI_gene:1954	OMIM:614976
NCBI_gene:9997	OMIM:604377
NCBI_gene:5995	ORPHANET:791
NCBI_gene:3588	OMIM:612567
NCBI_gene:118813	OMIM:610244
NCBI_gene:5621	OMIM:603218
NCBI_gene:617	OMIM:603358
NCBI_gene:974	OMIM:612692
NCBI_gene:6792	OMIM:300672
NCBI_gene:158326	ORPHANET:3366
NCBI_gene:95681	ORPHANET:220493
NCBI_gene:2697	OMIM:241550
NCBI_gene:2780	ORPHANET:1871
NCBI_gene:590	OMIM:177400
NCBI_gene:8929	OMIM:209880
NCBI_gene:843	OMIM:605027
NCBI_gene:11285	OMIM:130070
NCBI_gene:6335	ORPHANET:1956
NCBI_gene:26504	OMIM:217080
NCBI_gene:5573	ORPHANET:950
NCBI_gene:5994	OMIM:209920
NCBI_gene:9829	OMIM:615528
NCBI_gene:348938	ORPHANET:313
NCBI_gene:10456	OMIM:610738
NCBI_gene:54332	OMIM:607831
NCBI_gene:29893	OMIM:614324
NCBI_gene:26154	ORPHANET:313
NCBI_gene:7431	OMIM:116300
NCBI_gene:975	OMIM:613496
NCBI_gene:2668	OMIM:209880
NCBI_gene:7227	OMIM:190351
NCBI_gene:10913	ORPHANET:1810
NCBI_gene:547	OMIM:614213
NCBI_gene:7700	OMIM:615226
NCBI_gene:5172	OMIM:274600
NCBI_gene:5428	OMIM:258450
NCBI_gene:6329	OMIM:608390
NCBI_gene:5885	OMIM:614701
NCBI_gene:767	OMIM:613227
NCBI_gene:51259	OMIM:603194
NCBI_gene:51259	ORPHANET:564
NCBI_gene:23639	ORPHANET:244
NCBI_gene:51091	OMIM:613811
NCBI_gene:22854	ORPHANET:3095
NCBI_gene:2271	OMIM:606812
NCBI_gene:7399	ORPHANET:791
NCBI_gene:10008	OMIM:613119
NCBI_gene:79577	OMIM:145001
NCBI_gene:26525	OMIM:614204
NCBI_gene:54806	ORPHANET:220493
NCBI_gene:2153	OMIM:188055
NCBI_gene:55172	OMIM:612518
NCBI_gene:369	OMIM:311010
NCBI_gene:6772	OMIM:614162
NCBI_gene:785	OMIM:613855
NCBI_gene:4627	OMIM:153650
NCBI_gene:54982	OMIM:204300
NCBI_gene:145226	ORPHANET:791
NCBI_gene:4591	OMIM:253250
NCBI_gene:7066	OMIM:187950
NCBI_gene:4038	OMIM:212780
NCBI_gene:9210	OMIM:300510
NCBI_gene:85358	OMIM:606232
NCBI_gene:9759	OMIM:600430
NCBI_gene:6492	OMIM:601665
NCBI_gene:2697	ORPHANET:2710
NCBI_gene:5395	OMIM:614337
NCBI_gene:1184	OMIM:300554
NCBI_gene:1415	OMIM:601547
NCBI_gene:51750	ORPHANET:1775
NCBI_gene:374654	OMIM:200990
NCBI_gene:9780	OMIM:194380
NCBI_gene:2778	OMIM:102200
NCBI_gene:23321	OMIM:615490
NCBI_gene:4129	OMIM:309860
NCBI_gene:346007	ORPHANET:791
NCBI_gene:1421	OMIM:115700
NCBI_gene:4352	OMIM:254450
NCBI_gene:3691	OMIM:226730
NCBI_gene:5538	OMIM:256730
NCBI_gene:3039	OMIM:613978
NCBI_gene:51057	OMIM:209900
NCBI_gene:4647	OMIM:600060
NCBI_gene:593	OMIM:248600
NCBI_gene:3717	OMIM:254450
NCBI_gene:10518	OMIM:614869
NCBI_gene:1729	OMIM:124900
NCBI_gene:55775	OMIM:607250
NCBI_gene:4722	OMIM:256000
NCBI_gene:2182	ORPHANET:777
NCBI_gene:348	OMIM:104310
NCBI_gene:191	OMIM:613752
NCBI_gene:7253	ORPHANET:95720
NCBI_gene:7415	OMIM:167320
NCBI_gene:4853	ORPHANET:955
NCBI_gene:1786	OMIM:614116
NCBI_gene:56922	ORPHANET:6
NCBI_gene:23365	OMIM:601626
NCBI_gene:2072	ORPHANET:220295
NCBI_gene:57560	ORPHANET:93271
NCBI_gene:285440	OMIM:210370
NCBI_gene:6023	OMIM:607095
NCBI_gene:84733	OMIM:613080
NCBI_gene:7007	OMIM:601543
NCBI_gene:55975	ORPHANET:791
NCBI_gene:7273	OMIM:613765
NCBI_gene:825	OMIM:253600
NCBI_gene:1837	OMIM:604169
NCBI_gene:3674	OMIM:273800
NCBI_gene:2796	OMIM:614841
NCBI_gene:7390	OMIM:263700
NCBI_gene:54903	OMIM:249000
NCBI_gene:5080	OMIM:120200
NCBI_gene:7852	OMIM:193670
NCBI_gene:2235	ORPHANET:79278
NCBI_gene:5979	OMIM:209880
NCBI_gene:9968	OMIM:309520
NCBI_gene:1584	OMIM:103900
NCBI_gene:85358	OMIM:613950
NCBI_gene:27034	OMIM:611283
NCBI_gene:585	OMIM:209900
NCBI_gene:5932	OMIM:251255
NCBI_gene:8799	OMIM:614920
NCBI_gene:158326	ORPHANET:2140
NCBI_gene:81624	OMIM:609129
NCBI_gene:2626	OMIM:614430
NCBI_gene:3679	OMIM:613204
NCBI_gene:7306	OMIM:612271
NCBI_gene:673	OMIM:115150
NCBI_gene:26154	OMIM:601277
NCBI_gene:30813	OMIM:122000
NCBI_gene:38	OMIM:203750
NCBI_gene:23236	OMIM:613722
NCBI_gene:117531	OMIM:606705
NCBI_gene:4000	OMIM:610140
NCBI_gene:10161	ORPHANET:55654
NCBI_gene:7490	OMIM:156240
NCBI_gene:658	OMIM:112600
NCBI_gene:4647	OMIM:601317
NCBI_gene:5771	ORPHANET:85408
NCBI_gene:2626	ORPHANET:251071
NCBI_gene:3155	OMIM:246450
NCBI_gene:4627	OMIM:605249
NCBI_gene:768206	ORPHANET:791
NCBI_gene:710	OMIM:106100
NCBI_gene:1756	OMIM:300376
NCBI_gene:23345	OMIM:610743
NCBI_gene:51594	OMIM:614800
NCBI_gene:1145	OMIM:608930
NCBI_gene:673	ORPHANET:1340
NCBI_gene:26580	OMIM:270685
NCBI_gene:7046	ORPHANET:60030
NCBI_gene:617	OMIM:124000
NCBI_gene:54862	OMIM:608443
NCBI_gene:375298	ORPHANET:791
NCBI_gene:2033	OMIM:613684
NCBI_gene:8647	OMIM:605479
NCBI_gene:83959	OMIM:613268
NCBI_gene:51	OMIM:264470
NCBI_gene:57094	OMIM:614418
NCBI_gene:4303	OMIM:300033
NCBI_gene:9255	OMIM:260600
NCBI_gene:168391	OMIM:615133
NCBI_gene:152137	OMIM:607453
NCBI_gene:8074	OMIM:193100
NCBI_gene:2821	OMIM:613470
NCBI_gene:2664	OMIM:300849
NCBI_gene:7681	OMIM:615346
NCBI_gene:7068	OMIM:188570
NCBI_gene:1829	OMIM:612877
NCBI_gene:2657	OMIM:187500
NCBI_gene:55835	ORPHANET:808
NCBI_gene:5245	OMIM:176705
NCBI_gene:1292	OMIM:158810
NCBI_gene:6295	OMIM:613758
NCBI_gene:7168	ORPHANET:154
NCBI_gene:4784	ORPHANET:821
NCBI_gene:29954	OMIM:613156
NCBI_gene:26873	OMIM:260005
NCBI_gene:161497	OMIM:603720
NCBI_gene:10312	ORPHANET:667
NCBI_gene:2978	ORPHANET:1871
NCBI_gene:83990	OMIM:114480
NCBI_gene:762	OMIM:600852
NCBI_gene:6473	OMIM:127300
NCBI_gene:57192	OMIM:252650
NCBI_gene:5309	OMIM:107250
NCBI_gene:4093	OMIM:615342
NCBI_gene:65217	OMIM:609533
NCBI_gene:1029	OMIM:606719
NCBI_gene:6218	ORPHANET:124
NCBI_gene:7249	OMIM:613254
NCBI_gene:7157	OMIM:607107
NCBI_gene:388389	OMIM:614679
NCBI_gene:83700	OMIM:613730
NCBI_gene:50964	OMIM:269500
NCBI_gene:79840	OMIM:611291
NCBI_gene:3815	OMIM:154800
NCBI_gene:1287	OMIM:301050
NCBI_gene:7454	OMIM:300299
NCBI_gene:3848	OMIM:113800
NCBI_gene:8676	OMIM:603552
NCBI_gene:2121	OMIM:193530
NCBI_gene:10133	OMIM:613435
NCBI_gene:7306	OMIM:203290
NCBI_gene:5311	OMIM:613095
NCBI_gene:1308	OMIM:226650
NCBI_gene:668	OMIM:110100
NCBI_gene:2147	OMIM:188050
NCBI_gene:285590	OMIM:249420
NCBI_gene:26503	OMIM:269920
NCBI_gene:59	ORPHANET:2573
NCBI_gene:56623	ORPHANET:475
NCBI_gene:51339	ORPHANET:63260
NCBI_gene:6833	OMIM:240800
NCBI_gene:2006	ORPHANET:90348
NCBI_gene:7248	ORPHANET:805
NCBI_gene:114798	OMIM:613229
NCBI_gene:8777	OMIM:615219
NCBI_gene:538	OMIM:304150
NCBI_gene:5087	OMIM:176310
NCBI_gene:63901	OMIM:127000
NCBI_gene:1950	OMIM:611718
NCBI_gene:4624	OMIM:613252
NCBI_gene:147138	OMIM:226400
NCBI_gene:5277	OMIM:300818
NCBI_gene:3717	ORPHANET:3318
NCBI_gene:7314	OMIM:119540
NCBI_gene:351	OMIM:104300
NCBI_gene:6591	ORPHANET:895
NCBI_gene:6444	OMIM:606685
NCBI_gene:7297	OMIM:611521
NCBI_gene:2583	OMIM:609195
NCBI_gene:4882	OMIM:602875
NCBI_gene:64423	OMIM:613237
NCBI_gene:157680	OMIM:216550
NCBI_gene:6916	OMIM:614158
NCBI_gene:6392	OMIM:171300
NCBI_gene:55670	OMIM:614873
NCBI_gene:83987	OMIM:614205
NCBI_gene:1316	OMIM:613659
NCBI_gene:2617	OMIM:600794
NCBI_gene:668	OMIM:608996
NCBI_gene:10060	OMIM:608569
NCBI_gene:3119	ORPHANET:83465
NCBI_gene:84623	OMIM:612581
NCBI_gene:4488	OMIM:168550
NCBI_gene:1259	OMIM:613756
NCBI_gene:57465	OMIM:220500
NCBI_gene:5290	OMIM:182000
NCBI_gene:6736	OMIM:400045
NCBI_gene:23261	OMIM:614756
NCBI_gene:8322	OMIM:133780
NCBI_gene:4803	OMIM:608654
NCBI_gene:2318	OMIM:609524
NCBI_gene:6441	OMIM:178635
NCBI_gene:1908	OMIM:209880
NCBI_gene:79813	ORPHANET:96147
NCBI_gene:1161	OMIM:614621
NCBI_gene:57545	ORPHANET:2318
NCBI_gene:56683	ORPHANET:244
NCBI_gene:675	ORPHANET:84
NCBI_gene:7345	OMIM:615491
NCBI_gene:4168	OMIM:311030
NCBI_gene:55130	ORPHANET:244
NCBI_gene:10518	ORPHANET:231169
NCBI_gene:5190	OMIM:614862
NCBI_gene:5290	OMIM:211980
NCBI_gene:4763	OMIM:607785
NCBI_gene:80324	ORPHANET:2598
NCBI_gene:5745	OMIM:600002
NCBI_gene:22845	ORPHANET:154
NCBI_gene:5080	OMIM:604229
NCBI_gene:1294	OMIM:131705
NCBI_gene:1298	OMIM:600204
NCBI_gene:4210	ORPHANET:342
NCBI_gene:8086	OMIM:231550
NCBI_gene:27086	OMIM:613670
NCBI_gene:778	ORPHANET:1872
NCBI_gene:440193	OMIM:236600
NCBI_gene:9094	ORPHANET:1872
NCBI_gene:5826	OMIM:614857
NCBI_gene:5096	OMIM:606054
NCBI_gene:8573	OMIM:300749
NCBI_gene:7389	ORPHANET:101330
NCBI_gene:10461	ORPHANET:791
NCBI_gene:55036	ORPHANET:244
NCBI_gene:54476	OMIM:212840
NCBI_gene:10142	OMIM:611820
NCBI_gene:3664	ORPHANET:888
NCBI_gene:5896	OMIM:601457
NCBI_gene:5207	OMIM:311790
NCBI_gene:200879	ORPHANET:170
NCBI_gene:147912	ORPHANET:107
NCBI_gene:286262	OMIM:613307
NCBI_gene:4902	ORPHANET:388
NCBI_gene:3630	OMIM:613370
NCBI_gene:80184	ORPHANET:564
NCBI_gene:667	OMIM:614653
NCBI_gene:4784	OMIM:614753
NCBI_gene:1302	OMIM:609706
NCBI_gene:6597	ORPHANET:1465
NCBI_gene:367	OMIM:300633
NCBI_gene:2188	OMIM:603467
NCBI_gene:54820	OMIM:614019
NCBI_gene:123872	OMIM:613193
NCBI_gene:6786	OMIM:612783
NCBI_gene:55869	ORPHANET:199
NCBI_gene:10653	OMIM:270420
NCBI_gene:79648	OMIM:251200
NCBI_gene:5624	OMIM:176860
NCBI_gene:999	OMIM:137215
NCBI_gene:23064	OMIM:606002
NCBI_gene:7508	OMIM:278720
NCBI_gene:10466	OMIM:613612
NCBI_gene:1829	OMIM:610193
NCBI_gene:23414	ORPHANET:2140
NCBI_gene:27032	OMIM:169600
NCBI_gene:36	OMIM:610006
NCBI_gene:4771	OMIM:162091
NCBI_gene:3172	OMIM:125853
NCBI_gene:11155	ORPHANET:154
NCBI_gene:8148	OMIM:612237
NCBI_gene:54714	OMIM:262300
NCBI_gene:3848	OMIM:146590
NCBI_gene:1134	OMIM:608930
NCBI_gene:9896	OMIM:216340
NCBI_gene:6690	OMIM:167800
NCBI_gene:3717	OMIM:601626
NCBI_gene:79158	OMIM:252500
NCBI_gene:7080	ORPHANET:95713
NCBI_gene:54716	OMIM:242600
NCBI_gene:3784	OMIM:220400
NCBI_gene:7466	OMIM:614296
NCBI_gene:7490	OMIM:608978
NCBI_gene:24	ORPHANET:791
NCBI_gene:4204	OMIM:105830
NCBI_gene:5244	OMIM:600803
NCBI_gene:51135	OMIM:607676
NCBI_gene:6663	ORPHANET:478
NCBI_gene:2218	ORPHANET:899
NCBI_gene:50674	OMIM:610370
NCBI_gene:4233	OMIM:114550
NCBI_gene:916	OMIM:608971
NCBI_gene:875	OMIM:236200
NCBI_gene:8557	OMIM:607487
NCBI_gene:613	OMIM:608232
NCBI_gene:8106	OMIM:164300
NCBI_gene:9895	OMIM:615031
NCBI_gene:368	ORPHANET:758
NCBI_gene:3872	OMIM:167210
NCBI_gene:83715	OMIM:609006
NCBI_gene:5728	OMIM:188470
NCBI_gene:2811	OMIM:231200
NCBI_gene:1355	OMIM:256000
NCBI_gene:8291	OMIM:253601
NCBI_gene:7273	OMIM:608807
NCBI_gene:1804	OMIM:612956
NCBI_gene:6662	ORPHANET:140
NCBI_gene:79644	OMIM:612379
NCBI_gene:51364	ORPHANET:244
NCBI_gene:859	OMIM:611818
NCBI_gene:54453	OMIM:613075
NCBI_gene:2290	OMIM:613454
NCBI_gene:6891	OMIM:604571
NCBI_gene:27031	ORPHANET:3156
NCBI_gene:2720	OMIM:230600
NCBI_gene:65062	OMIM:614424
NCBI_gene:2984	OMIM:614616
NCBI_gene:7068	OMIM:145650
NCBI_gene:2067	ORPHANET:1466
NCBI_gene:3815	OMIM:172800
NCBI_gene:94137	ORPHANET:791
NCBI_gene:4689	ORPHANET:379
NCBI_gene:4644	OMIM:214450
NCBI_gene:5350	OMIM:613874
NCBI_gene:6622	OMIM:127750
NCBI_gene:5015	OMIM:613986
NCBI_gene:7170	OMIM:255310
NCBI_gene:57679	OMIM:606353
NCBI_gene:8805	OMIM:188550
NCBI_gene:3315	OMIM:606595
NCBI_gene:169522	OMIM:610356
NCBI_gene:7399	OMIM:276901
NCBI_gene:3033	OMIM:231530
NCBI_gene:1758	OMIM:241520
NCBI_gene:3762	OMIM:613485
NCBI_gene:23095	OMIM:171300
NCBI_gene:2317	OMIM:272460
NCBI_gene:2627	OMIM:614474
NCBI_gene:2271	OMIM:150800
NCBI_gene:11181	OMIM:612119
NCBI_gene:1312	OMIM:116790
NCBI_gene:2121	OMIM:225500
NCBI_gene:1828	ORPHANET:50942
NCBI_gene:4000	OMIM:181350
NCBI_gene:5925	OMIM:259500
NCBI_gene:54507	OMIM:225100
NCBI_gene:255738	OMIM:603776
NCBI_gene:64072	ORPHANET:231169
NCBI_gene:916	OMIM:186830
NCBI_gene:5476	OMIM:256540
NCBI_gene:1594	OMIM:264700
NCBI_gene:2010	OMIM:310300
NCBI_gene:34	OMIM:201450
NCBI_gene:2896	OMIM:607485
NCBI_gene:2073	ORPHANET:1466
NCBI_gene:9681	OMIM:604364
NCBI_gene:29078	OMIM:252010
NCBI_gene:4340	ORPHANET:2073
NCBI_gene:4640	OMIM:607841
NCBI_gene:4330	OMIM:607174
NCBI_gene:2652	ORPHANET:1872
NCBI_gene:4683	OMIM:613065
NCBI_gene:55120	ORPHANET:84
NCBI_gene:3845	ORPHANET:1340
NCBI_gene:79583	OMIM:614970
NCBI_gene:149775	OMIM:603233
NCBI_gene:3849	OMIM:146800
NCBI_gene:80207	OMIM:165300
NCBI_gene:5973	OMIM:312420
NCBI_gene:51168	OMIM:600316
NCBI_gene:7535	OMIM:269840
NCBI_gene:8540	OMIM:600121
NCBI_gene:2073	OMIM:278780
NCBI_gene:161582	OMIM:615482
NCBI_gene:6487	OMIM:611090
NCBI_gene:1911	OMIM:615414
NCBI_gene:1736	OMIM:305000
NCBI_gene:25782	ORPHANET:2510
NCBI_gene:6938	ORPHANET:35099
NCBI_gene:3549	OMIM:607778
NCBI_gene:2702	OMIM:108770
NCBI_gene:3845	OMIM:114480
NCBI_gene:2908	OMIM:138040
NCBI_gene:1836	OMIM:222600
NCBI_gene:871	OMIM:613848
NCBI_gene:7201	ORPHANET:99832
NCBI_gene:65062	ORPHANET:2318
NCBI_gene:3239	ORPHANET:93387
NCBI_gene:10913	OMIM:224900
NCBI_gene:5308	OMIM:137600
NCBI_gene:26278	OMIM:270550
NCBI_gene:222662	OMIM:610265
NCBI_gene:6390	OMIM:606764
NCBI_gene:6775	ORPHANET:85408
NCBI_gene:6712	OMIM:600224
NCBI_gene:6492	ORPHANET:171829
NCBI_gene:3663	ORPHANET:220393
NCBI_gene:28976	OMIM:611126
NCBI_gene:153562	OMIM:610153
NCBI_gene:2737	OMIM:146510
NCBI_gene:8842	ORPHANET:791
NCBI_gene:4000	OMIM:613205
NCBI_gene:7056	OMIM:614486
NCBI_gene:27232	OMIM:606664
NCBI_gene:5589	OMIM:174050
NCBI_gene:8291	OMIM:606768
NCBI_gene:857	ORPHANET:220393
NCBI_gene:60495	ORPHANET:2704
NCBI_gene:4626	OMIM:158300
NCBI_gene:6391	ORPHANET:201
NCBI_gene:581	OMIM:613065
NCBI_gene:6683	OMIM:182601
NCBI_gene:1277	OMIM:166200
NCBI_gene:285848	OMIM:615024
NCBI_gene:204219	OMIM:615023
NCBI_gene:55806	OMIM:203655
NCBI_gene:1644	OMIM:608643
NCBI_gene:4615	OMIM:612260
NCBI_gene:6736	ORPHANET:242
NCBI_gene:50846	ORPHANET:242
NCBI_gene:4625	ORPHANET:154
NCBI_gene:54463	ORPHANET:970
NCBI_gene:3897	OMIM:307000
NCBI_gene:154288	OMIM:614293
NCBI_gene:9451	OMIM:226980
NCBI_gene:23171	OMIM:611777
NCBI_gene:2316	ORPHANET:2301
NCBI_gene:242	OMIM:242100
NCBI_gene:7341	OMIM:613705
NCBI_gene:2542	OMIM:232240
NCBI_gene:6899	OMIM:192430
NCBI_gene:23086	OMIM:615028
NCBI_gene:201163	OMIM:135150
NCBI_gene:164656	OMIM:206200
NCBI_gene:2260	OMIM:101600
NCBI_gene:1013	OMIM:612580
NCBI_gene:6657	OMIM:206900
NCBI_gene:3815	ORPHANET:280785
NCBI_gene:5836	OMIM:232700
NCBI_gene:2103	OMIM:608565
NCBI_gene:7157	ORPHANET:524
NCBI_gene:1834	OMIM:125500
NCBI_gene:22995	OMIM:613823
NCBI_gene:3690	OMIM:273800
NCBI_gene:148738	ORPHANET:79230
NCBI_gene:8742	ORPHANET:1572
NCBI_gene:161582	ORPHANET:244
NCBI_gene:158	OMIM:103050
NCBI_gene:2671	OMIM:613076
NCBI_gene:125336	OMIM:613079
NCBI_gene:10165	OMIM:605814
NCBI_gene:147495	OMIM:605389
NCBI_gene:7253	OMIM:603373
NCBI_gene:89910	OMIM:615057
