disease_id	disorder_label
OMIM:119915	Cluster Headache, Familial
OMIM:120000	Coarctation Of Aorta
OMIM:120040	Cochleosaccular Degeneration With Progressive Cataracts
OMIM:120050	Coxsackievirus B3 Susceptibility
OMIM:120080	Colchicine Resistance
OMIM:120100	Familial Cold Autoinflammatory Syndrome 1
OMIM:120200	Coloboma, Ocular
OMIM:120210	Collagen, Type Ix, Alpha-1
OMIM:120300	Coloboma Of Macula
OMIM:120330	Papillorenal Syndrome
OMIM:120400	Coloboma Of Macula With Type B Brachydactyly
OMIM:120430	Coloboma Of Optic Nerve
OMIM:120433	Coloboma, Uveal, With Cleft Lip And Palate And Mental Retardation
OMIM:120435	Lynch Syndrome I
OMIM:120440	Colonic Varices Without Portal Hypertension
OMIM:120450	Comedones, Familial Dyskeratotic
OMIM:120500	Commissural Lip Pits
OMIM:120502	Branchiootic Syndrome 2
OMIM:120550	Complement Component 1, Q Subcomponent, A Chain
OMIM:120700	Complement Component 3
OMIM:120790	Complement Component 4, Partial Deficiency Of
OMIM:120790	Complement Component 4, Partial Deficiency Of, Due To Dysfunctional C1 Inhibitor
OMIM:120810	Complement Component 4a
OMIM:120900	Complement Component 5
OMIM:120950	Complement Component 8, Alpha Subunit
OMIM:120960	Complement Component 8, Beta Subunit
OMIM:120970	Cone-Rod Dystrophy 2
OMIM:121050	Arthrogryposis, Distal, Type 9
OMIM:121070	Arthrogryposis, Distal, Type 2e
OMIM:121200	Seizures, Benign Familial Neonatal, 1, And/Or Myokymia
OMIM:121200	Seizures, Benign Familial Neonatal, 1
OMIM:121201	Seizures, Benign Familial Neonatal, 2
OMIM:121210	Febrile Seizures, Familial, 1
OMIM:121270	Copper Deficiency, Familial Benign
OMIM:121300	Coproporphyria
OMIM:121300	Coproporphyria, Hereditary
OMIM:121300	Coproporphyria, Digenic
OMIM:121350	Coracoclavicular Joint, Anomalous
OMIM:121390	Cornea Guttata With Anterior Polar Cataracts
OMIM:121400	Cornea Plana 1
OMIM:121450	Corneal Degeneration, Ribbonlike, With Deafness
OMIM:121700	Corneal Endothelial Dystrophy 1, Autosomal Dominant
OMIM:121800	Schnyder Corneal Dystrophy
OMIM:121820	Corneal Dystrophy, Epithelial Basement Membrane
OMIM:121820	Corneal Dystrophy, Reis-Bucklers Type
OMIM:121820	Corneal Dystrophy, Thiel-Behnke Type
OMIM:121850	Corneal Dystrophy, Fleck
OMIM:121900	Corneal Dystrophy, Reis-Bucklers Type
OMIM:121900	Corneal Dystrophy, Groenouw Type I
OMIM:121900	Corneal Dystrophy, Thiel-Behnke Type
OMIM:122000	Corneal Dystrophy, Posterior Polymorphous, 1
OMIM:122100	Corneal Dystrophy, Meesmann
OMIM:122200	Corneal Dystrophy, Lattice Type I
OMIM:122200	Corneal Dystrophy, Reis-Bucklers Type
OMIM:122200	Corneal Dystrophy, Thiel-Behnke Type
OMIM:122400	Epithelial Recurrent Erosion Dystrophy
OMIM:122430	Corneal Hypesthesia With Retinal Abnormalities, Sensorineural Deafness, Unusual Facies, Persistent Ductus Arteriosus, And Mental Retardation
OMIM:122440	Corneodermatoosseous Syndrome
OMIM:122450	Corneal Hypesthesia, Familial
OMIM:122455	Coronary Artery Dissection, Spontaneous
OMIM:122460	Human Coronavirus Sensitivity
OMIM:122470	Cornelia De Lange Syndrome 1
OMIM:122550	Corticosterone Side-Chain Isomerase
OMIM:122560	Corticotropin-Releasing Hormone
OMIM:122580	Costocoracoid Ligament, Congenitally Short
OMIM:122600	Spondylocostal Dysostosis 5, Autosomal Dominant
OMIM:122700	Coumarin Resistance
OMIM:122750	Coxa Vara
OMIM:122780	Coxoauricular Syndrome
OMIM:122850	Cranioacrofacial Syndrome
OMIM:122860	Craniodiaphyseal Dysplasia, Autosomal Dominant
OMIM:122880	Craniofacial-Deafness-Hand Syndrome
OMIM:122900	Craniofacial Dysostosis With Diaphyseal Hyperplasia
OMIM:123000	Craniometaphyseal Dysplasia, Autosomal Dominant
OMIM:123050	Craniorhiny
OMIM:123100	Craniosynostosis 1
OMIM:123150	Jackson-Weiss Syndrome
OMIM:123155	Hydrocephalus, Autosomal Dominant
OMIM:123270	Creatine Kinase, Brain Type, Ectopic Expression Of
OMIM:123320	Creatine Phosphokinase, Elevated Serum
OMIM:123400	Creutzfeldt-Jakob Disease, Protection Against
OMIM:123400	Creutzfeldt-Jakob Disease
OMIM:123450	Cri-Du-Chat Syndrome
OMIM:123500	Crouzon Syndrome
OMIM:123540	Cryofibrinogenemia, Familial Primary
OMIM:123550	Cryoglobulinemia, Familial Mixed
OMIM:123557	Cryptotia, Familial
OMIM:123560	Cryptomicrotia-Brachydactyly Syndrome
OMIM:123570	Cryptophthalmos, Unilateral Or Bilateral, Isolated
OMIM:123700	Cutis Laxa, Autosomal Dominant 1
OMIM:123790	Beare-Stevenson Cutis Gyrata Syndrome
OMIM:123853	Cyprus Facial Neuromusculoskeletal Syndrome
OMIM:123880	Cystic Angiomatosis Of Bone, Diffuse
OMIM:124000	Mitochondrial Complex Iii Deficiency, Nuclear Type 1
OMIM:124020	Cytochrome P450, Subfamily Iic, Polypeptide 19
OMIM:124030	Cytochrome P450, Subfamily Iid, Polypeptide 6
OMIM:124060	Cytochrome P450, Subfamily I, Polypeptide 2
OMIM:124080	Cytochrome P450, Subfamily Xib, Polypeptide 2
OMIM:124100	Danubian Endemic Familial Nephropathy
OMIM:124200	Darier-White Disease
OMIM:124300	Darwinian Tubercle Of Pinna
OMIM:124400	Darwinian Tubercle Of Pinna
OMIM:124480	Deafness, Congenital, And Onychodystrophy, Autosomal Dominant
OMIM:124490	Deafness, Conductive Stapedial, With Ear Malformation And Facial Palsy
OMIM:124500	Deafness, Congenital, With Keratopachydermia And Constrictions Of Fingers And Toes
OMIM:124700	Deafness, Mid-Tone Neural
OMIM:124900	Deafness, Autosomal Dominant 1
OMIM:124950	Deafness, Sensorineural, With Peripheral Neuropathy And Arterial Disease
OMIM:125000	Deafness, Unilateral
OMIM:125050	Deafness With Anhidrotic Ectodermal Dysplasia
OMIM:125230	Deafness-Craniofacial Syndrome
OMIM:125250	Optic Atrophy With Or Without Deafness, Ophthalmoplegia, Myopathy, Ataxia, And Neuropathy
OMIM:125260	Defective Interfering Particle Induction, Control Of
OMIM:125264	Dek Oncogene
OMIM:125270	Delta-Aminolevulinate Dehydratase
OMIM:125280	Dens Evaginatus
OMIM:125300	Dens In Dente And Palatal Invaginations
OMIM:125310	Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts And Leukoencephalopathy
OMIM:125320	Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques
OMIM:125350	Failure Of Tooth Eruption, Primary
OMIM:125370	Dentatorubral-Pallidoluysian Atrophy
OMIM:125400	Dentin Dysplasia, Type I, With Extreme Microdontia And Misshapen Teeth
OMIM:125400	Dentin Dysplasia, Type I
OMIM:125420	Dentin Dysplasia, Type Ii
OMIM:125440	Dentin Dysplasia With Sclerotic Bones
OMIM:125450	Deoxycytidine Kinase
OMIM:125460	Deoxyribose-5-Phosphate Aldolase Deficiency
OMIM:125480	Major Affective Disorder 1
OMIM:125490	Dentinogenesis Imperfecta 1
OMIM:125500	Dentinogenesis Imperfecta, Shields Type Ii
OMIM:125500	Dentinogenesis Imperfecta, Shields Type Iii
OMIM:125520	Cayler Cardiofacial Syndrome
OMIM:125530	Dermal Ridges, Nelson Syndrome
OMIM:125540	Dermal Ridges, Patternless
OMIM:125550	Dermal Ridges-Off-The-End
OMIM:125570	Dermatoglyphics--Arch On Any Digit
OMIM:125580	Dermatoglyphics--Finger Ridge Count
OMIM:125590	Dermatoglyphics--Fingerprint Pattern
OMIM:125595	Dermatopathia Pigmentosa Reticularis
OMIM:125600	Dermatosis Papulosa Nigra
OMIM:125630	Dermodistortive Urticaria
OMIM:125635	Dermographism, Familial
OMIM:125640	Dermoodontodysplasia
OMIM:125700	Diabetes Insipidus, Neurohypophyseal
OMIM:125700	Diabetes Insipidus, Neurohypophyseal, Autosomal Recessive
OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal
OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal Dominant
OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal Recessive
OMIM:125850	Maturity-Onset Diabetes Of The Young, Type 1
OMIM:125851	Maturity-Onset Diabetes Of The Young, Type 2
OMIM:125851	Maturity-Onset Diabetes Of The Young, Type Ii
OMIM:125852	Diabetes Mellitus, Insulin-Dependent, 2
OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent, Late-Onset
OMIM:125853	Diabetes Mellitus, Permanent Neonatal, With Neurologic Features
OMIM:125853	Diabetes Mellitus, Ketosis-Prone, Susceptibility To
OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent, Susceptibility To
OMIM:125853	Diabetes Mellitus, Type Ii, Susceptibility To
OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent, Association With
OMIM:125853	Diabetes Mellitus, Type Ii
OMIM:125853	Diabetes Mellitus, Type 2
OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent, Modifier Of
OMIM:125853	Diabetes Mellitus, Type 2, Susceptibility To
OMIM:125853	Diabetes Mellitus, Gestational
OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent
OMIM:125890	Diarrhea, Glucose-Stimulated Secretory, With Common Variable Immunodeficiency
OMIM:125900	Diastema, Dental Medial
OMIM:125950	Diazepam Binding Inhibitor
OMIM:126050	Digitotalar Dysmorphism
OMIM:126060	Dihydrofolate Reductase
OMIM:126070	Dilution, Pigmentary
OMIM:126100	Dimples, Facial
OMIM:126150	Heparin-Binding Egf-Like Growth Factor
OMIM:126180	Discrimination, Two-Point, Reduction In
OMIM:126190	Disproportionate Short Stature With Ptosis And Valvular Heart Lesions
OMIM:126200	Multiple Sclerosis, Susceptibility To
OMIM:126200	Multiple Sclerosis, Susceptibility To, 1
OMIM:126250	Distal Osteosclerosis
OMIM:126300	Distichiasis
OMIM:126320	Distichiasis With Congenital Anomalies Of The Heart And Peripheral Vasculature
OMIM:126340	Excision-Repair, Complementing Defective, In Chinese Hamster, 2
OMIM:126370	Dna, Satellite, Iii
OMIM:126390	Dna, Low-Repetitive Sequences Of
OMIM:126410	Dna, Satellite, Alpha Type
OMIM:126500	Double Nail For Fifth Toe
OMIM:126550	Doughnut Lesions Of Skull, Familial
OMIM:126600	Doyne Honeycomb Retinal Dystrophy
OMIM:126700	Basal Laminar Drusen
OMIM:126800	Duane Retraction Syndrome 1
OMIM:126840	Duodenal Ulcer Due To Antral G-Cell Hyperfunction
OMIM:126850	Duodenal Ulcer, Hyperpepsinogenemic I
OMIM:126900	Dupuytren Contracture
OMIM:126950	Dwarfism With Tall Vertebrae
OMIM:127000	Kenny-Caffey Syndrome, Type 2
OMIM:127100	Dwarfism, Levi Type
OMIM:127200	Dwarfism With Stiff Joints And Ocular Abnormalities
OMIM:127300	Leri-Weill Dyschondrosteosis
OMIM:127350	Dyschondrosteosis And Nephritis
OMIM:127400	Dyschromatosis Symmetrica Hereditaria 1
OMIM:127500	Dyschromatosis Universalis Hereditaria 1
OMIM:127550	Dyskeratosis Congenita, Autosomal Dominant, 1
OMIM:127600	Dyskeratosis, Hereditary Benign Intraepithelial
OMIM:127700	Dyslexia, Susceptibility To, 1
OMIM:127750	Dementia, Lewy Body
OMIM:127800	Dysplasia Epiphysealis Hemimelica
OMIM:127820	Dysplasia Epiphysealis Hemimelica With Chondromas And Osteochondromas
OMIM:128000	Dystelephalangy
OMIM:128100	Dystonia 1, Torsion, Modifier Of
OMIM:128100	Dystonia 1, Torsion, Autosomal Dominant
OMIM:128100	Dystonia 1, Torsion, Late-Onset
OMIM:128101	Dystonia 4, Torsion, Autosomal Dominant
OMIM:128200	Episodic Kinesigenic Dyskinesia 1
OMIM:128230	Dystonia, Dopa-Responsive, With Or Without Hyperphenylalaninemia, Autosomal Recessive
OMIM:128230	Dystonia, Dopa-Responsive
OMIM:128235	Dystonia 12
OMIM:128290	Ear Antitragus, Tag At Base Of
OMIM:128300	Ear Exostoses
OMIM:128400	Ear Flare
OMIM:128500	Ear Folding
OMIM:128600	Ear Malformation
OMIM:128700	Preauricular Fistulae, Congenital
OMIM:128710	Ear Pits, Posterior Helical
OMIM:128800	Ear Without Helix
OMIM:128900	Earlobe Attachment, Attached Vs Unattached
OMIM:128950	Earlobe Crease
OMIM:128980	Earlobes, Thickened, With Conductive Deafness From Incudostapedial Abnormalities
OMIM:129000	Earring Holes, Natural
OMIM:129100	Ears, Ability To Move
OMIM:129150	Echo Virus 11 Sensitivity
OMIM:129200	Adermatoglyphia With Congenital Facial Milia And Acral Blisters, Digital Contractures, And Nail Abnormalities
OMIM:129400	Rapp-Hodgkin Syndrome
OMIM:129490	Ectodermal Dysplasia 10a, Hypohidrotic/Hair/Tooth Type, Autosomal Dominant
OMIM:129490	Ectodermal Dysplasia 10a, Hypohidrotic/Hair/Nail Type, Autosomal Dominant
OMIM:129500	Clouston Syndrome
OMIM:129510	Ectodermal Dysplasia, Trichoodontoonychial Type
OMIM:129540	Ectodermal Dysplasia Syndrome With Distinctive Facial Appearance And Preaxial Polydactyly Of Feet
OMIM:129550	Ectodermal Dysplasia With Adrenal Cyst
OMIM:129600	Ectopia Lentis 1, Isolated, Autosomal Dominant
OMIM:129750	Ectopia Pupillae
OMIM:129810	Ectrodactyly And Ectodermal Dysplasia Without Cleft Lip/Palate
OMIM:129830	Ectrodactyly-Cleft Palate Syndrome
OMIM:129840	Edema, Familial Idiopathic, Prepubertal
OMIM:129850	Edinburgh Malformation Syndrome
OMIM:129900	Ectrodactyly, Ectodermal Dysplasia, And Cleft Lip/Palate Syndrome 1
OMIM:129905	Egasyn
OMIM:130000	Ehlers-Danlos Syndrome, Type I
OMIM:130000	Ehlers-Danlos Syndrome, Type Ii, Atypical
OMIM:130000	Ehlers-Danlos Syndrome, Type Viia
OMIM:130010	Ehlers-Danlos Syndrome, Type Ii, Atypical
OMIM:130010	Ehlers-Danlos Syndrome, Type Ii
OMIM:130020	Ehlers-Danlos Syndrome, Type Iv, Autosomal Recessive
OMIM:130020	Ehlers-Danlos Syndrome, Hypermobility Type
OMIM:130020	Ehlers-Danlos Syndrome, Type Iv, Variant
OMIM:130020	Ehlers-Danlos Syndrome, Type Iv
OMIM:130020	Ehlers-Danlos Syndrome, Type Iii
OMIM:130050	Ehlers-Danlos Syndrome, Type Iv, Variant
OMIM:130050	Ehlers-Danlos Syndrome, Type Iv, Autosomal Dominant
OMIM:130050	Ehlers-Danlos Syndrome, Type Iv
OMIM:130050	Ehlers-Danlos Syndrome, Type Iv, Autosomal Recessive
OMIM:130060	Ehlers-Danlos Syndrome, Type Viib
OMIM:130060	Ehlers-Danlos Syndrome, Type Viia
OMIM:130060	Ehlers-Danlos Syndrome, Type Vii, Autosomal Dominant
OMIM:130070	Ehlers-Danlos Syndrome, Progeroid Type, 1
OMIM:130070	Ehlers-Danlos Syndrome, Progeroid Form
OMIM:130080	Ehlers-Danlos Syndrome, Type Viii
OMIM:130090	Ehlers-Danlos Syndrome, Autosomal Dominant, Type Unspecified
OMIM:130100	Elastosis Perforans Serpiginosa
OMIM:130180	Electroencephalogram, Low-Voltage
OMIM:130190	Electroencephalographic Pattern, Beta Frequency, Quantitative Trait Locus
OMIM:130200	Electroencephalographic Peculiarity: 14 And 6 Per Sec. Positive Spike Phenomenon
OMIM:130300	Electroencephalographic Peculiarity: Fronto-Precentral Beta Wave Groups
OMIM:130400	Electroencephalographic Peculiarity: Occipital Slow Beta Waves
OMIM:130600	Elliptocytosis 2
OMIM:130650	Beckwith-Wiedemann Syndrome
OMIM:130700	Emphysema, Hereditary Pulmonary
OMIM:130710	Emphysema, Congenital Lobar
OMIM:130720	Lateral Meningocele Syndrome
OMIM:130900	Amelogenesis Imperfecta, Type Iii, Localized
OMIM:130900	Amelogenesis Imperfecta, Type Iii
OMIM:130950	Encephalopathy, Recurrent, Of Childhood
OMIM:131100	Multiple Endocrine Neoplasia, Type I
OMIM:131200	Endometriosis, Susceptibility To, 1
OMIM:131300	Camurati-Engelmann Disease
OMIM:131375	Enolase, Sperm Specific
OMIM:131400	Eosinophilia, Familial
OMIM:131430	Eosinophilopenia
OMIM:131440	Myeloproliferative Disorder, Chronic, With Eosinophilia
OMIM:131445	Moved To 137800
OMIM:131450	Epiblepharon Of Lower Lid
OMIM:131460	Epiblepharon Of Upper Lid
OMIM:131500	Epicanthus
OMIM:131600	Epidermoid Cysts
OMIM:131705	Transient Bullous Dermolysis Of The Newborn
OMIM:131750	Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant
OMIM:131750	Epidermolysis Bullosa Dystrophica, Bart Type
OMIM:131750	Epidermolysis Bullosa Dystrophica, Autosomal Dominant
OMIM:131760	Epidermolysis Bullosa Simplex, Autosomal Recessive
OMIM:131760	Epidermolysis Bullosa Simplex, Dowling-Meara Type
OMIM:131760	Epidermolysis Bullosa Simplex, Dowling-Meara Type, With Severe Palmoplantar Keratoderma
OMIM:131760	Epidermolysis Bullosa Simplex, Generalized, With Severe Palmoplantar Keratosis
OMIM:131800	Epidermolysis Bullosa Simplex, Localized
OMIM:131800	Epidermolysis Bullosa Simplex, Autosomal Recessive
OMIM:131800	Epidermolysis Bullosa Simplex, Dowling-Meara Type, With Severe Palmoplantar Keratoderma
OMIM:131800	Epidermolysis Bullosa Simplex, Generalized, With Severe Palmoplantar Keratosis
OMIM:131850	Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant
OMIM:131850	Epidermolysis Bullosa Dystrophica, Bart Type
OMIM:131850	Epidermolysis Bullosa Dystrophica, Pretibial
OMIM:131880	Epidermolysis Bullosa With Deficiency Of Galactosylhydroxylysyl Glucosyltransferase
OMIM:131900	Epidermolysis Bullosa Simplex, Dowling-Meara Type, With Severe Palmoplantar Keratoderma
OMIM:131900	Epidermolysis Bullosa Simplex, Generalized
OMIM:131900	Epidermolysis Bullosa Simplex, Autosomal Recessive
OMIM:131900	Epidermolysis Bullosa Simplex, Generalized, With Severe Palmoplantar Keratosis
OMIM:131950	Epidermolysis Bullosa Simplex, Ogna Type
OMIM:131960	Epidermolysis Bullosa Simplex With Mottled Pigmentation
OMIM:132000	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails
OMIM:132090	Epilepsy, Benign Occipital
OMIM:132100	Photoparoxysmal Response
OMIM:132300	Epilepsy, Reading
OMIM:132400	Epiphyseal Dysplasia, Multiple, 1, Severe
OMIM:132400	Epiphyseal Dysplasia, Multiple, 1
OMIM:132400	Epiphyseal Dysplasia, Multiple, 1, Mild
OMIM:132450	Epiphyseal Dysplasia, Multiple, With Myopia And Conductive Deafness
OMIM:132500	Epistaxis, Hereditary
OMIM:132600	Pilomatrixoma
OMIM:132700	Cylindromatosis, Familial
OMIM:132800	Multiple Self-Healing Squamous Epithelioma, Susceptibility To
OMIM:132810	Epoxide Hydrolase 1, Microsomal
OMIM:132850	Epstein-Barr Virus Insertion Site 1
OMIM:132900	Aortic Aneurysm, Familial Thoracic 4
OMIM:132990	Erythema Nodosum, Familial
OMIM:133000	Erythema Palmare Hereditarium
OMIM:133020	Erythermalgia, Primary
OMIM:133100	Erythrocytosis, Jak2-Related, Somatic
OMIM:133100	Erythrocytosis, Familial, 1
OMIM:133100	Erythrocytosis, Somatic
OMIM:133180	Erythroleukemia, Familial
OMIM:133190	Spinocerebellar Ataxia 34
OMIM:133200	Erythrokeratodermia Variabilis Et Progressiva
OMIM:133239	Esophageal Cancer
OMIM:133239	Esophageal Cancer, Somatic
OMIM:133240	Esophageal Ring, Lower
OMIM:133260	Esterase B
OMIM:133270	Esterase C
OMIM:133300	Esterase Es-2, Regulator For
OMIM:133450	Ewing Sarcoma Breakpoint Region 1
OMIM:133500	Exchondrosis Of Pinna, Posterior
OMIM:133530	Excision-Repair, Complementing Defective, In Chinese Hamster, 5
OMIM:133540	Cockayne Syndrome B
OMIM:133600	Exostoses Of Heel
OMIM:133690	Exostoses With Anetodermia And Brachydactyly, Type E
OMIM:133700	Exostoses, Multiple, Type I
OMIM:133701	Exostoses, Multiple, Type Ii
OMIM:133705	External Auditory Canal, Bilateral Atresia Of, With Congenital Vertical Talus
OMIM:133750	Extrasystoles, Multiform Ventricular, With Short Stature, Hyperpigmentation And Microcephaly
OMIM:133780	Exudative Vitreoretinopathy 1
OMIM:133800	Eyebrow, Whorl In
OMIM:133900	Hemifacial Hyperplasia
OMIM:134000	Facial Hypertrichosis
OMIM:134200	Facial Palsy, Familial Recurrent Peripheral
OMIM:134300	Facial Spasm
OMIM:134350	Complement Factor D
OMIM:134370	Complement Factor H
OMIM:134400	Factor V Excess With Spontaneous Thrombosis
OMIM:134430	Factor Vii And Factor Viii, Combined Deficiency Of
OMIM:134500	Factor Viii Deficiency
OMIM:134510	Factor Viii And Factor Ix, Combined Deficiency Of
OMIM:134520	Factors Viii, Ix And Xi, Combined Deficiency Of
OMIM:134540	Factor Ix And Factor Xi, Combined Deficiency Of
OMIM:134570	Factor Xiii, A1 Subunit
OMIM:134580	Factor Xiii, B Subunit
OMIM:134600	Fanconi Renotubular Syndrome 1
OMIM:134610	Familial Mediterranean Fever, Autosomal Dominant
OMIM:134700	Favism, Susceptibility To
OMIM:134720	Fecundity Gene, Booroola, Of Sheep, Homolog Of
OMIM:134750	Felty Syndrome
OMIM:134780	Femoral-Facial Syndrome
OMIM:134900	Fibrinolytic Defect
OMIM:135100	Fibrodysplasia Ossificans Progressiva
OMIM:135150	Birt-Hogg-Dube Syndrome
OMIM:135290	Desmoid Disease, Hereditary
OMIM:135300	Fibromatosis, Gingival, 1
OMIM:135400	Hypertrichosis Terminalis, Generalized, With Or Without Gingival Hyperplasia
OMIM:135500	Zimmermann-Laband Syndrome
OMIM:135550	Fibromatosis, Gingival, With Progressive Deafness
OMIM:135580	Fibromuscular Dysplasia Of Arteries
OMIM:135610	Fibronectin-Like 2
OMIM:135700	Fibrosis Of Extraocular Muscles, Congenital, 3b
OMIM:135700	Fibrosis Of Extraocular Muscles, Congenital, 1
OMIM:135750	Laurin-Sandrow Syndrome
OMIM:135800	Fibula, Recurrent Dislocation Of Head Of
OMIM:135900	Coffin-Siris Syndrome
OMIM:135950	Finger Locking, Recurrent, With Intrauterine Growth Retardation And Proportionate Short Stature
OMIM:136000	Adermatoglyphia
OMIM:136100	Fingers, Relative Length Of
OMIM:136120	Fish-Eye Disease
OMIM:136140	Floating-Harbor Syndrome
OMIM:136150	Flood Factor Deficiency
OMIM:136200	Flushing Of Ears And Somnolence
OMIM:136300	Flynn-Aird Syndrome
OMIM:136400	Focal Epithelial Hyperplasia Of The Oral Mucosa
OMIM:136480	Fourth Cranial Nerve Palsy, Familial Congenital
OMIM:136500	Focal Facial Dermal Dysplasia 1, Brauer Type
OMIM:136520	Foveal Hypoplasia And Presenile Cataract Syndrome
OMIM:136550	Macular Dystrophy, Retinal, 1, North Carolina Type
OMIM:136570	Chromosome 16p12.1 Deletion Syndrome, 520-Kb
OMIM:136580	Fragile Site 16q22
OMIM:136600	Friedreich Ataxia, So-Called, With Optic Atrophy And Sensorineural Deafness
OMIM:136610	Fragile Site 2q11
OMIM:136630	Mental Retardation, Fra12a Type
OMIM:136680	Frasier Syndrome
OMIM:136760	Frontonasal Dysplasia 1
OMIM:136800	Corneal Dystrophy, Fuchs Endothelial, 1
OMIM:136820	Fucosidase, Alpha-L, 2
OMIM:136830	Fucosidase Regulator
OMIM:136880	Fundus Albipunctatus, Autosomal Recessive
